ID,Distance,Variety,Treatment,Management
R_W5_T6_25,0.252346939,DESIREE,6,Chemical
R_W5_T2_142,0.25244898,PASJA_POMORSKA,2,Biological
R_W5_T3_103,0.25255102,DESIREE,3,Biological
R_W5_T2_173,0.25255102,ATOL,2,Biological
R_W5_T2_190,0.25255102,DESIREE,2,Biological
R_W5_T3_128,0.25255102,KRAB,3,Biological
R_W5_T3_104,0.252755102,SALTO,3,Biological
R_W5_T6_56,0.252755102,DESIREE,6,Chemical
R_W5_T5_14,0.252959184,PASJA_POMORSKA,5,Chemical
R_W5_T2_171,0.252959184,JELLY,2,Biological
R_W5_T5_20,0.252959184,RUDAWA,5,Chemical
R_W5_T3_72,0.253061224,RUDAWA,3,Biological
R_W5_T6_33,0.253367347,JELLY,6,Chemical
R_W5_T6_35,0.253469388,ATOL,6,Chemical
R_W5_T6_32,0.253469388,SALTO,6,Chemical
R_W5_T2_164,0.253469388,PASJA_POMORSKA,2,Biological
R_W5_T5_19,0.253469388,JELLY,5,Chemical
R_W5_T5_12,0.253571429,DESIREE,5,Chemical
R_W5_T3_125,0.253571429,ATOL,3,Biological
R_W5_T2_147,0.253673469,ATOL,2,Biological
R_W5_T3_104,0.25377551,SALTO,3,Biological
R_W5_T6_55,0.25377551,JELLY,6,Chemical
R_W5_T4_78,0.253979592,PASJA_POMORSKA,4,Chemical
R_W5_T3_77,0.254081633,ATOL,3,Biological
R_W5_T5_49,0.254183673,RUDAWA,5,Chemical
R_W5_T6_33,0.254183673,JELLY,6,Chemical
R_W5_T5_49,0.254285714,RUDAWA,5,Chemical
R_W5_T2_173,0.254285714,ATOL,2,Biological
R_W5_T5_68,0.254489796,KRAB,5,Chemical
R_W5_T2_196,0.254489796,ATOL,2,Biological
R_W5_T5_41,0.254591837,KRAB,5,Chemical
R_W5_T6_5,0.254693878,DESIREE,6,Chemical
R_W5_T3_103,0.254693878,DESIREE,3,Biological
R_W5_T3_133,0.254693878,JELLY,3,Biological
R_W5_T4_81,0.254693878,DESIREE,4,Chemical
R_W5_T3_77,0.254693878,ATOL,3,Biological
R_W5_T5_39,0.254795918,PASJA_POMORSKA,5,Chemical
R_W5_T2_191,0.254897959,PASJA_POMORSKA,2,Biological
R_W5_T6_32,0.255102041,SALTO,6,Chemical
R_W5_T5_20,0.255102041,RUDAWA,5,Chemical
R_W5_T5_14,0.255204082,PASJA_POMORSKA,5,Chemical
R_W5_T4_115,0.255204082,DESIREE,4,Chemical
R_W5_T3_133,0.255306122,JELLY,3,Biological
R_W5_T5_45,0.255306122,JELLY,5,Chemical
R_W5_T3_122,0.255306122,SALTO,3,Biological
R_W5_T6_29,0.255306122,ATOL,6,Chemical
R_W5_T6_24,0.255408163,PASJA_POMORSKA,6,Chemical
R_W5_T2_200,0.255408163,DESIREE,2,Biological
R_W5_T6_32,0.255408163,SALTO,6,Chemical
R_W5_T6_29,0.255510204,ATOL,6,Chemical
R_W5_T2_175,0.255612245,SALTO,2,Biological
R_W5_T3_124,0.255612245,KRAB,3,Biological
R_W5_T2_192,0.255612245,JELLY,2,Biological
R_W5_T5_12,0.255612245,DESIREE,5,Chemical
R_W5_T3_72,0.255714286,RUDAWA,3,Biological
R_W5_T2_175,0.255714286,SALTO,2,Biological
R_W5_T3_125,0.255816327,ATOL,3,Biological
R_W5_T3_124,0.256020408,KRAB,3,Biological
R_W5_T3_125,0.256122449,ATOL,3,Biological
R_W5_T6_55,0.25622449,JELLY,6,Chemical
R_W5_T2_200,0.25622449,DESIREE,2,Biological
R_W5_T6_33,0.25622449,JELLY,6,Chemical
R_W5_T3_121,0.25622449,PASJA_POMORSKA,3,Biological
R_W5_T3_92,0.256428571,DESIREE,3,Biological
R_W5_T4_115,0.256428571,DESIREE,4,Chemical
R_W5_T4_118,0.256428571,JELLY,4,Chemical
R_W5_T3_92,0.256428571,DESIREE,3,Biological
R_W5_T4_91,0.256632653,ATOL,4,Chemical
R_W5_T2_192,0.256632653,JELLY,2,Biological
R_W5_T5_18,0.256632653,KRAB,5,Chemical
R_W5_T5_21,0.256734694,JELLY,5,Chemical
R_W5_T4_107,0.256734694,DESIREE,4,Chemical
R_W5_T5_68,0.256938776,KRAB,5,Chemical
R_W5_T3_104,0.256938776,SALTO,3,Biological
R_W5_T2_200,0.257040816,DESIREE,2,Biological
R_W5_T2_200,0.257040816,DESIREE,2,Biological
R_W5_T3_128,0.257244898,KRAB,3,Biological
R_W5_T4_109,0.257346939,PASJA_POMORSKA,4,Chemical
R_W5_T3_125,0.257346939,ATOL,3,Biological
R_W5_T4_90,0.257346939,KRAB,4,Chemical
R_W5_T4_81,0.257346939,DESIREE,4,Chemical
R_W5_T6_24,0.25744898,PASJA_POMORSKA,6,Chemical
R_W5_T4_139,0.25744898,ATOL,4,Chemical
R_W5_T6_33,0.25755102,JELLY,6,Chemical
R_W5_T4_107,0.25755102,DESIREE,4,Chemical
R_W5_T2_173,0.257755102,ATOL,2,Biological
R_W5_T6_24,0.257857143,PASJA_POMORSKA,6,Chemical
R_W5_T2_143,0.257959184,RUDAWA,2,Biological
R_W5_T2_164,0.257959184,PASJA_POMORSKA,2,Biological
R_W5_T5_69,0.257959184,ATOL,5,Chemical
R_W5_T6_29,0.258265306,ATOL,6,Chemical
R_W5_T6_56,0.258265306,DESIREE,6,Chemical
R_W5_T3_76,0.258265306,KRAB,3,Biological
R_W5_T3_124,0.258367347,KRAB,3,Biological
R_W5_T5_37,0.258367347,PASJA_POMORSKA,5,Chemical
R_W5_T3_72,0.258469388,RUDAWA,3,Biological
R_W5_T2_146,0.258469388,JELLY,2,Biological
R_W5_T3_129,0.25877551,RUDAWA,3,Biological
R_W5_T5_39,0.25877551,PASJA_POMORSKA,5,Chemical
R_W5_T6_50,0.258877551,SALTO,6,Chemical
R_W5_T5_69,0.258979592,ATOL,5,Chemical
R_W5_T3_100,0.259081633,SALTO,3,Biological
R_W5_T2_171,0.259081633,JELLY,2,Biological
R_W5_T2_146,0.259183673,JELLY,2,Biological
R_W5_T2_173,0.259285714,ATOL,2,Biological
R_W5_T6_1,0.259285714,ATOL,6,Chemical
R_W5_T2_170,0.259285714,RUDAWA,2,Biological
R_W5_T5_20,0.259489796,RUDAWA,5,Chemical
R_W5_T2_173,0.259489796,ATOL,2,Biological
R_W5_T6_25,0.259591837,DESIREE,6,Chemical
R_W5_T4_139,0.259693878,ATOL,4,Chemical
R_W5_T3_98,0.259795918,PASJA_POMORSKA,3,Biological
R_W5_T2_193,0.259897959,KRAB,2,Biological
R_W5_T6_33,0.26,JELLY,6,Chemical
R_W5_T3_92,0.26,DESIREE,3,Biological
R_W5_T3_76,0.26,KRAB,3,Biological
R_W5_T2_142,0.260102041,PASJA_POMORSKA,2,Biological
R_W5_T6_23,0.260204082,KRAB,6,Chemical
R_W5_T2_146,0.260306122,JELLY,2,Biological
R_W5_T2_142,0.260306122,PASJA_POMORSKA,2,Biological
R_W5_T3_124,0.260306122,KRAB,3,Biological
R_W5_T3_121,0.260408163,PASJA_POMORSKA,3,Biological
R_W5_T6_1,0.260408163,ATOL,6,Chemical
R_W5_T6_24,0.260510204,PASJA_POMORSKA,6,Chemical
R_W5_T3_128,0.260510204,KRAB,3,Biological
R_W5_T5_37,0.260510204,PASJA_POMORSKA,5,Chemical
R_W5_T5_43,0.260510204,SALTO,5,Chemical
R_W5_T2_145,0.260612245,SALTO,2,Biological
R_W5_T4_109,0.260714286,PASJA_POMORSKA,4,Chemical
R_W5_T6_4,0.260714286,PASJA_POMORSKA,6,Chemical
R_W5_T3_104,0.261020408,SALTO,3,Biological
R_W5_T2_190,0.261020408,DESIREE,2,Biological
R_W5_T2_193,0.261122449,KRAB,2,Biological
R_W5_T4_115,0.26122449,DESIREE,4,Chemical
R_W5_T2_175,0.26122449,SALTO,2,Biological
R_W5_T6_33,0.261326531,JELLY,6,Chemical
R_W5_T5_41,0.261326531,KRAB,5,Chemical
R_W5_T6_50,0.261428571,SALTO,6,Chemical
R_W5_T5_21,0.261530612,JELLY,5,Chemical
R_W5_T5_21,0.261530612,JELLY,5,Chemical
R_W5_T6_29,0.261530612,ATOL,6,Chemical
R_W5_T5_46,0.261836735,SALTO,5,Chemical
R_W5_T2_196,0.261836735,ATOL,2,Biological
R_W5_T2_142,0.261836735,PASJA_POMORSKA,2,Biological
R_W5_T6_50,0.261938776,SALTO,6,Chemical
R_W5_T6_23,0.261938776,KRAB,6,Chemical
R_W5_T3_101,0.261938776,PASJA_POMORSKA,3,Biological
R_W5_T6_55,0.262040816,JELLY,6,Chemical
R_W5_T3_92,0.262142857,DESIREE,3,Biological
R_W5_T6_24,0.262244898,PASJA_POMORSKA,6,Chemical
R_W5_T5_19,0.262346939,JELLY,5,Chemical
R_W5_T5_13,0.26244898,ATOL,5,Chemical
R_W5_T6_35,0.26244898,ATOL,6,Chemical
R_W5_T2_197,0.26255102,DESIREE,2,Biological
R_W5_T5_65,0.262653061,SALTO,5,Chemical
R_W5_T5_19,0.262755102,JELLY,5,Chemical
R_W5_T3_72,0.262857143,RUDAWA,3,Biological
R_W5_T6_33,0.262959184,JELLY,6,Chemical
R_W5_T4_118,0.262959184,JELLY,4,Chemical
R_W5_T2_196,0.263061224,ATOL,2,Biological
R_W5_T3_122,0.263061224,SALTO,3,Biological
R_W5_T4_118,0.263061224,JELLY,4,Chemical
R_W5_T5_65,0.263061224,SALTO,5,Chemical
R_W5_T6_57,0.263163265,PASJA_POMORSKA,6,Chemical
R_W5_T5_69,0.263163265,ATOL,5,Chemical
R_W5_T5_46,0.263265306,SALTO,5,Chemical
R_W5_T2_193,0.263265306,KRAB,2,Biological
R_W5_T4_84,0.263265306,SALTO,4,Chemical
R_W5_T5_14,0.263265306,PASJA_POMORSKA,5,Chemical
R_W5_T5_46,0.263367347,SALTO,5,Chemical
R_W5_T3_104,0.263469388,SALTO,3,Biological
R_W5_T2_196,0.263469388,ATOL,2,Biological
R_W5_T2_170,0.263571429,RUDAWA,2,Biological
R_W5_T4_90,0.263571429,KRAB,4,Chemical
R_W5_T5_65,0.263571429,SALTO,5,Chemical
R_W5_T3_103,0.263673469,DESIREE,3,Biological
R_W5_T4_81,0.263673469,DESIREE,4,Chemical
R_W5_T6_1,0.26377551,ATOL,6,Chemical
R_W5_T3_101,0.26377551,PASJA_POMORSKA,3,Biological
R_W5_T5_69,0.263877551,ATOL,5,Chemical
R_W5_T5_43,0.263877551,SALTO,5,Chemical
R_W5_T4_116,0.263877551,KRAB,4,Chemical
R_W5_T4_116,0.263979592,KRAB,4,Chemical
R_W5_T5_21,0.263979592,JELLY,5,Chemical
R_W5_T2_203,0.264183673,KRAB,2,Biological
R_W5_T5_69,0.264387755,ATOL,5,Chemical
R_W5_T4_109,0.264693878,PASJA_POMORSKA,4,Chemical
R_W5_T4_81,0.264795918,DESIREE,4,Chemical
R_W5_T2_142,0.264795918,PASJA_POMORSKA,2,Biological
R_W5_T2_190,0.264795918,DESIREE,2,Biological
R_W5_T4_109,0.264795918,PASJA_POMORSKA,4,Chemical
R_W5_T2_192,0.264897959,JELLY,2,Biological
R_W5_T2_197,0.264897959,DESIREE,2,Biological
R_W5_T4_87,0.264897959,ATOL,4,Chemical
R_W5_T5_20,0.264897959,RUDAWA,5,Chemical
R_W5_T2_203,0.265102041,KRAB,2,Biological
R_W5_T6_35,0.265102041,ATOL,6,Chemical
R_W5_T3_130,0.265204082,JELLY,3,Biological
R_W5_T5_37,0.265306122,PASJA_POMORSKA,5,Chemical
R_W5_T4_109,0.265306122,PASJA_POMORSKA,4,Chemical
R_W5_T6_32,0.265408163,SALTO,6,Chemical
R_W5_T4_91,0.265408163,ATOL,4,Chemical
R_W5_T3_125,0.265510204,ATOL,3,Biological
R_W5_T4_109,0.265510204,PASJA_POMORSKA,4,Chemical
R_W5_T2_192,0.265510204,JELLY,2,Biological
R_W5_T5_46,0.265510204,SALTO,5,Chemical
R_W5_T5_19,0.265714286,JELLY,5,Chemical
R_W5_T3_103,0.265714286,DESIREE,3,Biological
R_W5_T2_171,0.265714286,JELLY,2,Biological
R_W5_T6_56,0.265714286,DESIREE,6,Chemical
R_W5_T3_121,0.265816327,PASJA_POMORSKA,3,Biological
R_W5_T4_137,0.265918367,SALTO,4,Chemical
R_W5_T3_94,0.265918367,RUDAWA,3,Biological
R_W5_T5_11,0.26622449,ATOL,5,Chemical
R_W5_T2_192,0.266428571,JELLY,2,Biological
R_W5_T4_134,0.266428571,RUDAWA,4,Chemical
R_W5_T3_122,0.266428571,SALTO,3,Biological
R_W5_T5_18,0.266428571,KRAB,5,Chemical
R_W5_T2_164,0.266428571,PASJA_POMORSKA,2,Biological
R_W5_T6_57,0.266530612,PASJA_POMORSKA,6,Chemical
R_W5_T5_14,0.266530612,PASJA_POMORSKA,5,Chemical
R_W5_T2_143,0.266530612,RUDAWA,2,Biological
R_W5_T5_68,0.266632653,KRAB,5,Chemical
R_W5_T4_137,0.266734694,SALTO,4,Chemical
R_W5_T2_190,0.267040816,DESIREE,2,Biological
R_W5_T6_55,0.267040816,JELLY,6,Chemical
R_W5_T4_110,0.267142857,PASJA_POMORSKA,4,Chemical
R_W5_T5_37,0.267346939,PASJA_POMORSKA,5,Chemical
R_W5_T2_170,0.26744898,RUDAWA,2,Biological
R_W5_T2_193,0.26744898,KRAB,2,Biological
R_W5_T2_197,0.26744898,DESIREE,2,Biological
R_W5_T3_104,0.26744898,SALTO,3,Biological
R_W5_T4_113,0.267653061,RUDAWA,4,Chemical
R_W5_T2_175,0.267857143,SALTO,2,Biological
R_W5_T5_69,0.267857143,ATOL,5,Chemical
R_W5_T4_107,0.267857143,DESIREE,4,Chemical
R_W5_T5_45,0.267857143,JELLY,5,Chemical
R_W5_T5_65,0.267959184,SALTO,5,Chemical
R_W5_T6_27,0.268061224,RUDAWA,6,Chemical
R_W5_T3_132,0.268061224,ATOL,3,Biological
R_W5_T2_147,0.268163265,ATOL,2,Biological
R_W5_T2_193,0.268163265,KRAB,2,Biological
R_W5_T3_133,0.268163265,JELLY,3,Biological
R_W5_T6_35,0.268367347,ATOL,6,Chemical
R_W5_T5_41,0.268367347,KRAB,5,Chemical
R_W5_T6_50,0.268469388,SALTO,6,Chemical
R_W5_T5_43,0.268469388,SALTO,5,Chemical
R_W5_T5_15,0.268469388,RUDAWA,5,Chemical
R_W5_T6_5,0.268673469,DESIREE,6,Chemical
R_W5_T2_200,0.26877551,DESIREE,2,Biological
R_W5_T3_125,0.26877551,ATOL,3,Biological
R_W5_T6_25,0.26877551,DESIREE,6,Chemical
R_W5_T3_130,0.268877551,JELLY,3,Biological
R_W5_T6_4,0.268979592,PASJA_POMORSKA,6,Chemical
R_W5_T6_29,0.269081633,ATOL,6,Chemical
R_W5_T4_107,0.269081633,DESIREE,4,Chemical
R_W5_T6_62,0.269081633,KRAB,6,Chemical
R_W5_T3_128,0.269183673,KRAB,3,Biological
R_W5_T4_91,0.269183673,ATOL,4,Chemical
R_W5_T2_169,0.269285714,SALTO,2,Biological
R_W5_T2_200,0.269387755,DESIREE,2,Biological
R_W5_T4_81,0.269387755,DESIREE,4,Chemical
R_W5_T5_39,0.269591837,PASJA_POMORSKA,5,Chemical
R_W5_T2_191,0.269591837,PASJA_POMORSKA,2,Biological
R_W5_T2_200,0.269693878,DESIREE,2,Biological
R_W5_T2_197,0.269693878,DESIREE,2,Biological
R_W5_T6_1,0.269795918,ATOL,6,Chemical
R_W5_T6_32,0.269795918,SALTO,6,Chemical
R_W5_T2_147,0.269897959,ATOL,2,Biological
R_W5_T4_81,0.27,DESIREE,4,Chemical
R_W5_T5_21,0.270102041,JELLY,5,Chemical
R_W5_T4_78,0.270102041,PASJA_POMORSKA,4,Chemical
R_W5_T6_56,0.270102041,DESIREE,6,Chemical
R_W5_T6_27,0.270102041,RUDAWA,6,Chemical
R_W5_T6_55,0.270306122,JELLY,6,Chemical
R_W5_T2_143,0.270306122,RUDAWA,2,Biological
R_W5_T6_29,0.270306122,ATOL,6,Chemical
R_W5_T3_92,0.270408163,DESIREE,3,Biological
R_W5_T3_92,0.270408163,DESIREE,3,Biological
R_W5_T4_90,0.270510204,KRAB,4,Chemical
R_W5_T6_6,0.270510204,SALTO,6,Chemical
R_W5_T5_10,0.270612245,DESIREE,5,Chemical
R_W5_T6_23,0.270612245,KRAB,6,Chemical
R_W5_T4_87,0.270612245,ATOL,4,Chemical
R_W5_T2_203,0.270612245,KRAB,2,Biological
R_W5_T4_84,0.270816327,SALTO,4,Chemical
R_W5_T5_10,0.270816327,DESIREE,5,Chemical
R_W5_T2_146,0.271020408,JELLY,2,Biological
R_W5_T3_92,0.271122449,DESIREE,3,Biological
R_W5_T5_10,0.27122449,DESIREE,5,Chemical
R_W5_T4_87,0.27122449,ATOL,4,Chemical
R_W5_T5_18,0.271326531,KRAB,5,Chemical
R_W5_T6_33,0.271326531,JELLY,6,Chemical
R_W5_T4_87,0.271428571,ATOL,4,Chemical
R_W5_T5_10,0.271428571,DESIREE,5,Chemical
R_W5_T5_18,0.271632653,KRAB,5,Chemical
R_W5_T2_146,0.271632653,JELLY,2,Biological
R_W5_T2_192,0.271632653,JELLY,2,Biological
R_W5_T2_164,0.271734694,PASJA_POMORSKA,2,Biological
R_W5_T4_113,0.271836735,RUDAWA,4,Chemical
R_W5_T3_122,0.271938776,SALTO,3,Biological
R_W5_T4_118,0.271938776,JELLY,4,Chemical
R_W5_T4_91,0.272040816,ATOL,4,Chemical
R_W5_T4_136,0.272040816,JELLY,4,Chemical
R_W5_T4_78,0.272142857,PASJA_POMORSKA,4,Chemical
R_W5_T4_79,0.272346939,SALTO,4,Chemical
R_W5_T6_56,0.272346939,DESIREE,6,Chemical
R_W5_T3_103,0.272346939,DESIREE,3,Biological
R_W5_T6_24,0.272346939,PASJA_POMORSKA,6,Chemical
R_W5_T3_122,0.27244898,SALTO,3,Biological
R_W5_T5_21,0.27244898,JELLY,5,Chemical
R_W5_T5_65,0.27244898,SALTO,5,Chemical
R_W5_T5_45,0.27255102,JELLY,5,Chemical
R_W5_T6_35,0.27255102,ATOL,6,Chemical
R_W5_T5_18,0.27255102,KRAB,5,Chemical
R_W5_T4_137,0.27255102,SALTO,4,Chemical
R_W5_T2_170,0.272653061,RUDAWA,2,Biological
R_W5_T5_69,0.272653061,ATOL,5,Chemical
R_W5_T2_142,0.272653061,PASJA_POMORSKA,2,Biological
R_W5_T2_200,0.272755102,DESIREE,2,Biological
R_W5_T5_49,0.272755102,RUDAWA,5,Chemical
R_W5_T3_124,0.272755102,KRAB,3,Biological
R_W5_T5_49,0.272857143,RUDAWA,5,Chemical
R_W5_T2_142,0.272857143,PASJA_POMORSKA,2,Biological
R_W5_T5_37,0.272857143,PASJA_POMORSKA,5,Chemical
R_W5_T2_197,0.272857143,DESIREE,2,Biological
R_W5_T2_193,0.272857143,KRAB,2,Biological
R_W5_T2_203,0.272857143,KRAB,2,Biological
R_W5_T2_203,0.272857143,KRAB,2,Biological
R_W5_T4_84,0.272857143,SALTO,4,Chemical
R_W5_T4_109,0.272959184,PASJA_POMORSKA,4,Chemical
R_W5_T6_56,0.273061224,DESIREE,6,Chemical
R_W5_T4_90,0.273061224,KRAB,4,Chemical
R_W5_T3_124,0.273163265,KRAB,3,Biological
R_W5_T4_140,0.273163265,JELLY,4,Chemical
R_W5_T5_14,0.273265306,PASJA_POMORSKA,5,Chemical
R_W5_T5_14,0.273265306,PASJA_POMORSKA,5,Chemical
R_W5_T5_45,0.273469388,JELLY,5,Chemical
R_W5_T5_12,0.273469388,DESIREE,5,Chemical
R_W5_T6_5,0.273571429,DESIREE,6,Chemical
R_W5_T4_85,0.273673469,RUDAWA,4,Chemical
R_W5_T4_136,0.273673469,JELLY,4,Chemical
R_W5_T5_12,0.273673469,DESIREE,5,Chemical
R_W5_T4_90,0.27377551,KRAB,4,Chemical
R_W5_T4_110,0.27377551,PASJA_POMORSKA,4,Chemical
R_W5_T6_35,0.273877551,ATOL,6,Chemical
R_W5_T3_94,0.273877551,RUDAWA,3,Biological
R_W5_T4_137,0.273877551,SALTO,4,Chemical
R_W5_T5_46,0.273877551,SALTO,5,Chemical
R_W5_T4_137,0.274081633,SALTO,4,Chemical
R_W5_T3_133,0.274081633,JELLY,3,Biological
R_W5_T6_4,0.274183673,PASJA_POMORSKA,6,Chemical
R_W5_T4_139,0.274183673,ATOL,4,Chemical
R_W5_T3_76,0.274285714,KRAB,3,Biological
R_W5_T3_129,0.274285714,RUDAWA,3,Biological
R_W5_T4_139,0.274387755,ATOL,4,Chemical
R_W5_T4_84,0.274489796,SALTO,4,Chemical
R_W5_T6_24,0.274591837,PASJA_POMORSKA,6,Chemical
R_W5_T6_32,0.274591837,SALTO,6,Chemical
R_W5_T6_50,0.274591837,SALTO,6,Chemical
R_W5_T5_69,0.274795918,ATOL,5,Chemical
R_W5_T2_169,0.274795918,SALTO,2,Biological
R_W5_T6_24,0.274897959,PASJA_POMORSKA,6,Chemical
R_W5_T4_109,0.274897959,PASJA_POMORSKA,4,Chemical
R_W5_T5_15,0.275102041,RUDAWA,5,Chemical
R_W5_T6_25,0.275102041,DESIREE,6,Chemical
R_W5_T3_124,0.275204082,KRAB,3,Biological
R_W5_T5_12,0.275306122,DESIREE,5,Chemical
R_W5_T3_129,0.275306122,RUDAWA,3,Biological
R_W5_T5_48,0.275510204,DESIREE,5,Chemical
R_W5_T6_23,0.275510204,KRAB,6,Chemical
R_W5_T2_175,0.275612245,SALTO,2,Biological
R_W5_T5_49,0.275612245,RUDAWA,5,Chemical
R_W5_T2_190,0.275714286,DESIREE,2,Biological
R_W5_T4_139,0.275816327,ATOL,4,Chemical
R_W5_T2_197,0.275816327,DESIREE,2,Biological
R_W5_T4_78,0.275816327,PASJA_POMORSKA,4,Chemical
R_W5_T3_72,0.275816327,RUDAWA,3,Biological
R_W5_T6_1,0.275816327,ATOL,6,Chemical
R_W5_T3_103,0.275918367,DESIREE,3,Biological
R_W5_T4_116,0.275918367,KRAB,4,Chemical
R_W5_T6_4,0.275918367,PASJA_POMORSKA,6,Chemical
R_W5_T2_203,0.276020408,KRAB,2,Biological
R_W5_T3_129,0.276122449,RUDAWA,3,Biological
R_W5_T6_51,0.276326531,JELLY,6,Chemical
R_W5_T3_104,0.276428571,SALTO,3,Biological
R_W5_T4_134,0.276530612,RUDAWA,4,Chemical
R_W5_T4_81,0.276632653,DESIREE,4,Chemical
R_W5_T2_171,0.276632653,JELLY,2,Biological
R_W5_T2_171,0.276734694,JELLY,2,Biological
R_W5_T4_84,0.276734694,SALTO,4,Chemical
R_W5_T3_132,0.276836735,ATOL,3,Biological
R_W5_T4_81,0.276938776,DESIREE,4,Chemical
R_W5_T2_203,0.276938776,KRAB,2,Biological
R_W5_T3_129,0.276938776,RUDAWA,3,Biological
R_W5_T4_137,0.276938776,SALTO,4,Chemical
R_W5_T6_24,0.277040816,PASJA_POMORSKA,6,Chemical
R_W5_T5_15,0.277142857,RUDAWA,5,Chemical
R_W5_T3_132,0.277142857,ATOL,3,Biological
R_W5_T4_118,0.277142857,JELLY,4,Chemical
R_W5_T3_94,0.277244898,RUDAWA,3,Biological
R_W5_T4_139,0.277346939,ATOL,4,Chemical
R_W5_T3_92,0.277346939,DESIREE,3,Biological
R_W5_T4_107,0.27744898,DESIREE,4,Chemical
R_W5_T4_79,0.27755102,SALTO,4,Chemical
R_W5_T5_43,0.277653061,SALTO,5,Chemical
R_W5_T5_37,0.277653061,PASJA_POMORSKA,5,Chemical
R_W5_T2_142,0.277755102,PASJA_POMORSKA,2,Biological
R_W5_T3_101,0.277755102,PASJA_POMORSKA,3,Biological
R_W5_T6_4,0.277755102,PASJA_POMORSKA,6,Chemical
R_W5_T3_129,0.277959184,RUDAWA,3,Biological
R_W5_T3_122,0.278061224,SALTO,3,Biological
R_W5_T4_115,0.278265306,DESIREE,4,Chemical
R_W5_T4_137,0.278265306,SALTO,4,Chemical
R_W5_T2_197,0.278265306,DESIREE,2,Biological
R_W5_T6_50,0.278265306,SALTO,6,Chemical
R_W5_T5_11,0.278367347,ATOL,5,Chemical
R_W5_T2_143,0.278367347,RUDAWA,2,Biological
R_W5_T4_116,0.278469388,KRAB,4,Chemical
R_W5_T2_190,0.278571429,DESIREE,2,Biological
R_W5_T6_35,0.278571429,ATOL,6,Chemical
R_W5_T2_192,0.278673469,JELLY,2,Biological
R_W5_T3_77,0.278673469,ATOL,3,Biological
R_W5_T6_24,0.278979592,PASJA_POMORSKA,6,Chemical
R_W5_T6_56,0.279081633,DESIREE,6,Chemical
R_W5_T5_20,0.279081633,RUDAWA,5,Chemical
R_W5_T2_169,0.279183673,SALTO,2,Biological
R_W5_T2_169,0.279183673,SALTO,2,Biological
R_W5_T6_55,0.279285714,JELLY,6,Chemical
R_W5_T2_164,0.279285714,PASJA_POMORSKA,2,Biological
R_W5_T6_50,0.279285714,SALTO,6,Chemical
R_W5_T4_109,0.279285714,PASJA_POMORSKA,4,Chemical
R_W5_T3_74,0.279387755,DESIREE,3,Biological
R_W5_T3_100,0.279489796,SALTO,3,Biological
R_W5_T6_1,0.279489796,ATOL,6,Chemical
R_W5_T6_35,0.279489796,ATOL,6,Chemical
R_W5_T5_18,0.279489796,KRAB,5,Chemical
R_W5_T3_76,0.279591837,KRAB,3,Biological
R_W5_T4_137,0.279693878,SALTO,4,Chemical
R_W5_T6_29,0.279795918,ATOL,6,Chemical
R_W5_T4_115,0.279897959,DESIREE,4,Chemical
R_W5_T4_116,0.28,KRAB,4,Chemical
R_W5_T3_98,0.28,PASJA_POMORSKA,3,Biological
R_W5_T2_191,0.280102041,PASJA_POMORSKA,2,Biological
R_W5_T4_113,0.280102041,RUDAWA,4,Chemical
R_W5_T6_29,0.280204082,ATOL,6,Chemical
R_W5_T6_35,0.280204082,ATOL,6,Chemical
R_W5_T6_1,0.280306122,ATOL,6,Chemical
R_W5_T4_87,0.280510204,ATOL,4,Chemical
R_W5_T6_56,0.280510204,DESIREE,6,Chemical
R_W5_T6_4,0.280612245,PASJA_POMORSKA,6,Chemical
R_W5_T6_4,0.280612245,PASJA_POMORSKA,6,Chemical
R_W5_T3_124,0.280612245,KRAB,3,Biological
R_W5_T5_11,0.280612245,ATOL,5,Chemical
R_W5_T3_76,0.280714286,KRAB,3,Biological
R_W5_T5_12,0.280714286,DESIREE,5,Chemical
R_W5_T4_87,0.280816327,ATOL,4,Chemical
R_W5_T6_57,0.280816327,PASJA_POMORSKA,6,Chemical
R_W5_T5_46,0.280816327,SALTO,5,Chemical
R_W5_T3_100,0.280918367,SALTO,3,Biological
R_W5_T4_79,0.280918367,SALTO,4,Chemical
R_W5_T4_115,0.281020408,DESIREE,4,Chemical
R_W5_T4_90,0.281020408,KRAB,4,Chemical
R_W5_T4_116,0.281122449,KRAB,4,Chemical
R_W5_T3_130,0.281122449,JELLY,3,Biological
R_W5_T5_37,0.281122449,PASJA_POMORSKA,5,Chemical
R_W5_T4_139,0.281428571,ATOL,4,Chemical
R_W5_T5_37,0.281530612,PASJA_POMORSKA,5,Chemical
R_W5_T6_5,0.281530612,DESIREE,6,Chemical
R_W5_T2_193,0.281632653,KRAB,2,Biological
R_W5_T4_140,0.281734694,JELLY,4,Chemical
R_W5_T5_39,0.281734694,PASJA_POMORSKA,5,Chemical
R_W5_T2_190,0.281836735,DESIREE,2,Biological
R_W5_T5_48,0.281938776,DESIREE,5,Chemical
R_W5_T6_25,0.282040816,DESIREE,6,Chemical
R_W5_T4_84,0.282040816,SALTO,4,Chemical
R_W5_T3_128,0.282244898,KRAB,3,Biological
R_W5_T6_57,0.282244898,PASJA_POMORSKA,6,Chemical
R_W5_T3_121,0.282244898,PASJA_POMORSKA,3,Biological
R_W5_T2_169,0.282244898,SALTO,2,Biological
